wordform	lemma_gold	lemma_freel	match	pos_gold	pos_freel	match	tag_gold	tag_freel	tag_original	match	0m	0m_match	gen	gen_match	dat	dat_match	acc	acc_match	ins	ins_match	loc	loc_match	voc	voc_match	sg	sg_match	pl	pl_match	f	f_match	m	m_match	n	n_match	m-f	m-f_match	indic	indic_match	imper	imper_match	inf	inf_match	ger	ger_match	praes	praes_match	praet	praet_match	1p	1p_match	2p	2p_match	3p	3p_match	pf	pf_match	ipf	ipf_match	inf	inf_match	act	act_match	pass	pass_match	brev	brev_match	plen	plen_match	supr	supr_match	comp	comp_match
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
посёлках	поселок	посёлках	0	S	S	1	S,m,pl,loc	S,loc,pl,f	NCOPFI0000	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
центр`альной	центральный	центральный	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
Евр`опы	Европа	европы	0	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
где	где	где	1	ADV-PRO	ADV-PRO	1	ADV-PRO	ADV-PRO	P0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
широк`о	широко	широкий	0	ADV	A	0	ADV	A,sg,n,brev	A0SA0S000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1
распространен`а	распространить	распространять	0	V	V	1	V,pf,partcp,f,sg,brev,praet	V,sg,f,praet,pf	Q0SFSSFS000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1
сист`ема	система	система	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
стро`ительства	строительство	строительство	1	S	S	1	S,n,sg,gen	S,gen,sg,n	NCGSAI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
таун-хаусов	таун-хаус	таун-хаусов	0	S	S	1	S,m,pl,gen	S,gen,pl,m	NCGPMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`эдаких	эдакий	эдакий	1	A-PRO	A-PRO	1	A-PRO,pl,gen	A-PRO,gen,pl	RGP000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
один`аковых	одинаковый	одинаковый	1	A	A	1	A,pl,gen,plen	A,gen,pl,plen	AGP00F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
дом`ов	дом	дом	1	S	S	1	S,m,pl,gen	S,gen,pl,m	NCGPMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
т`есно	тесно	тесный	0	ADV	A	0	ADV	A,sg,n,brev	A0SA0S000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1
приж`авшихся	прижаться	прижавшихся	0	V	V	1	V,pf,partcp,pl,gen,praet,plen	V,imper,pl,praet,ipf	VMP0S0NAA00	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1
друг	друг	друг	1	S-PRO	S	0	S-PRO,sg,0m	S,0m,sg,m	NCNSMA0000	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
к	к	к	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
др`ужке	дружка	дружка	1	S-PRO	S	0	S-PRO,dat	S,loc,sg,m	NCOSMA0000	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
На	на	на	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
росс`ийских	российский	российский	1	A	A	1	A,pl,loc,plen	A,loc,pl,plen	AOP00F000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
прост`орах	простор	простор	1	S	S	1	S,m,pl,loc	S,loc,pl,m	NCOPMI0000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
мини-садиков	мини-садик	мини-садиков	0	S	S	1	S,m,pl,gen	S,gen,pl,m	NCGPMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
мы	мы	мы	1	S-PRO	S-PRO	1	S-PRO,pl,1p,0m	S-PRO,0m,pl,1p	ENP0A10	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
практ`ически	практически	практически	1	ADV	ADV	1	ADV	ADV	D000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
не	не	не	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
встреч`аем	встречать	встречать	1	V	V	1	V,ipf,pl,praes,1p,indic	V,sg,m,praes,ipf	Q0SMFSNSM00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`это	это	это	1	S-PRO	S-PRO	1	S-PRO,n,sg,0m	S-PRO,0m,sg,n	ENSAI00	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
вам	вы	вы	1	S-PRO	S-PRO	1	S-PRO,pl,2p,dat	S-PRO,pl	E0P0000	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
не	не	не	1	PART	PART	1	PART	PART	T0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
об`ычный	обычный	обычный	1	A	A	1	A,m,sg,0m,plen	A,0m,sg,m,plen	ANSM0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
сад	сад	сад	1	S	S	1	S,m,sg,0m	S,0m,sg,m	NCNSMI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
на	на	на	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
шест`и	шесть	шесть	1	NUM	NUM	1	NUM,loc	NUM,loc	ZO0000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с`отках	сотка	сотка	1	S	S	1	S,f,pl,loc	S,loc,pl,f	NCOPFI0000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
з`агородной	загородный	загородный	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
фазенды	фазенда	фазенда	1	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Голландия	Голландия	голландия	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFIG000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Ф`ото	фото	фото	1	S	S	1	S,n,sg,0m	S,0m,pl,n	NCNPAI0000	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Дм`итрия	Дмитрий	дмитрий	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMAN000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Патрикеева	Патрикеев	патрикеева	0	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMAF000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Суд`ите	судить	судить	1	V	V	1	V,ipf,pl,2p,imper	V,imper,pl,2p,ipf	VMP002N0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с`ами	сам	сам	1	A-PRO	A-PRO	1	A-PRO,pl,0m	A-PRO,0m,pl	RNP000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
во-п`ервых	во-первых	во-первых	1	PARENTH	ADV	0	PARENTH	ADV	D0P0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
так`ие	такой	такой	1	A-PRO	A-PRO	1	A-PRO,pl,0m	A-PRO,0m,pl	RNP000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
конт`ейнеры	контейнер	контейнеры	0	S	S	1	S,m,pl,0m	S,0m,pl,m	NCNPMI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
моб`ильны	мобильный	мобильный	1	A	A	1	A,pl,brev	A,pl,brev	A0P00S000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1
их	они	они	1	S-PRO	S-PRO	1	S-PRO,pl,3p,acc	S-PRO,acc,pl	EFP0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
м`ожно	можно	можно	1	PRAEDIC	ADV	0	PRAEDIC	ADV	D0R0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
без	без	без	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ос`обого	особый	особый	1	A	A	1	A,m,sg,gen,plen	A,gen,sg,n,plen	AGSA0F000	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
труд`а	труд	труд	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
перемещ`ать	перемещать	перемещать	1	V	V	1	V,ipf,inf	V,inf,ipf	VI0000N0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1
по	по	по	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
своем`у	свой	свой	1	A-PRO	A-PRO	1	A-PRO,n,sg,dat	A-PRO,dat,sg,n	RDSA00	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
усмотр`ению	усмотрение	усмотрение	1	S	S	1	S,n,sg,dat	S,dat,sg,n	NCDSAI0000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Blue	Blue	blue	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Star	Star	star	1	0NLEX	S	0	0NLEX	S,0m,sg,f	NCNSFI0000	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Picea	Picea	picea	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
glauca	glauca	glauca	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Glauca	Glauca	glauca	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Globosa	Globosa	globosa	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
заст`авит	заставить	заставлять	0	V	V	1	V,pf,sg,fut,3p,indic	V,indic,sg,praes,3p,pf	VDS0F3F0000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
заигр`ать	заиграть	заиграть	1	V	V	1	V,pf,inf	V,inf,ipf	VI0000NAM00	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1
всю	весь	весь	1	A-PRO	A-PRO	1	A-PRO,f,sg,acc	A-PRO,acc,sg,f	RFSF00	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
композ`ицию	композиция	композицию	0	S	S	1	S,f,sg,acc	S,acc,sg,f	NCFSFI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Чт`обы	чтобы	чтобы	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
доб`авить	добавить	добавлять	0	V	V	1	V,pf,inf	V,inf,pf	VI0000F0000	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
композ`ицию	композиция	композицию	0	S	S	1	S,f,sg,acc	S,acc,sg,f	NCFSFI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
золот`истых	золотистый	золотистый	1	A	A	1	A,pl,gen,plen	A,gen,pl,plen	AGP00F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
тон`ов	тон	тон	1	S	S	1	S,m,pl,gen	S,gen,pl,m	NCGPMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
м`ожно	можно	можно	1	PRAEDIC	ADV	0	PRAEDIC	ADV	D0R0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
исп`ользовать	использовать	использовать	1	V	V	1	V,ipf,inf	V,inf,ipf	VI0000N0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1
молод`ые	молодой	молодой	1	A	A	1	A,pl,acc,plen	A,0m,pl,plen	ANP00F000	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
раст`ения	растение	растение	1	S	S	1	S,n,pl,acc	S,0m,pl,n	NCNPAI0000	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с`орта	сорт	сорт	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Rheingold	Rheingold	rheingold	1	0NLEX	S	0	0NLEX	S	NC00000000	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
крас`ивый	красивый	красивый	1	A	A	1	A,m,sg,acc,plen	A,0m,sg,m,plen	ANSM0F000	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
